student_id,gender,grade_level,gpa_band,admission_subject_group,high_school_subject_orientation,location_type,family_income_level,willing_to_relocate,preferred_study_budget,career_priority,role_model_field,math_skill,language_skill,analytical_skill,creativity,problem_solving,technology_interest,business_interest,finance_interest,social_interest,design_interest,communication_skill,leadership,teamwork_preference,adaptability,stress_tolerance,practical_learning_preference,mentor_need,roadmap_need,guidance_need,learning_motivation,labor_market_awareness,growth_mindset,student_cluster,recommended_major,recommended_courses,recommended_mentor_type,recommended_career_path,data_type,assessment_source,generation_method,generated_version
S0661,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,No,Medium,Salary,Business,2,2,5,3,5,3,5,3,2,3,4,5,3,3,2,3,3,5,3,2,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0662,Male,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Low,No,High,Stability,Finance,5,4,4,5,4,5,2,1,2,1,4,3,2,3,2,4,4,3,2,4,4,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0663,Female,Grade 12,5.0-6.4,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Low,Undecided,Medium,Social Impact,Technology,5,3,3,3,3,4,4,3,4,3,3,5,2,2,3,4,4,3,3,3,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0664,Female,Grade 12,6.5-7.9,Undecided,Undecided,Urban,Medium,Yes,Medium,Social Impact,Business,3,4,3,2,4,3,2,3,4,4,3,3,4,3,5,2,5,4,5,4,3,2,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0665,Female,Grade 12,6.5-7.9,Undecided,STEM-oriented,Urban,Low,Yes,Low,Salary,Education,4,4,5,3,2,4,3,3,3,3,4,3,2,3,4,4,3,4,3,1,3,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0666,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,Low,Salary,Business,5,3,3,3,4,4,3,3,4,3,3,3,3,4,2,4,2,4,3,3,2,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0667,Male,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Medium,No,Low,Salary,Business,3,3,3,2,4,3,5,2,3,4,4,4,4,1,1,3,4,4,2,4,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management; Online Learning Resources,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0668,Female,Grade 12,9.0-10.0,Undecided,Business-Finance-oriented,Urban,Medium,No,Low,Growth,Finance,2,3,3,4,4,3,5,4,4,3,4,4,3,3,4,3,2,4,3,4,4,3,Business-Strategic,Human Resource Management / Quản trị nhân lực,Communication; Organizational Behavior; Psychology Basics; Human Resource Management,HR / People Management Mentor,Business Foundation → HR Skills → HR / Talent Development Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0669,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Yes,Medium,Growth,Media & Communication,3,3,4,1,4,4,4,4,3,2,4,4,4,2,2,4,4,2,2,3,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0670,Male,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Low,Yes,Medium,Salary,Finance,5,4,5,4,3,3,5,5,2,3,3,3,3,2,3,3,3,3,4,3,4,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0671,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Yes,Medium,Growth,Technology,5,2,5,3,5,5,2,2,4,2,3,3,3,3,3,4,3,3,3,3,4,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0672,Male,Grade 12,8.0-8.9,Undecided,Business-Finance-oriented,Rural,Low,Yes,Medium,Stability,Business,4,4,4,3,4,4,5,4,3,3,5,4,3,3,2,4,4,4,3,4,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0673,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Rural,Medium,Yes,Low,Passion,Healthcare,5,3,4,2,3,2,3,5,4,3,3,2,3,3,3,3,2,4,3,4,5,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0674,Male,Grade 12,5.0-6.4,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Undecided,Medium,Stability,Business,2,5,4,4,3,4,5,4,2,3,2,4,4,3,3,3,3,2,3,5,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0675,Female,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Low,No,Low,Growth,Undecided,4,4,3,3,4,3,5,3,3,2,3,4,4,3,3,4,3,5,3,4,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management; Online Learning Resources,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0676,Female,Grade 12,8.0-8.9,Undecided,Business-Finance-oriented,Urban,Low,Yes,Low,Salary,Business,3,3,3,3,4,4,5,4,3,3,4,4,5,3,1,3,3,4,3,4,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0677,Female,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,High,No,Medium,Growth,Business,4,2,5,2,3,2,5,3,3,4,4,4,3,4,4,3,3,3,2,4,5,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0678,Male,Grade 12,9.0-10.0,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,High,Salary,Technology,4,3,5,4,4,4,4,2,2,2,3,4,4,4,4,5,2,3,2,3,4,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0679,Male,Grade 12,5.0-6.4,Undecided,STEM-oriented,Rural,High,Yes,Low,Social Impact,Healthcare,4,2,3,4,3,4,3,3,2,3,4,4,2,4,4,3,2,3,3,2,2,3,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0680,Female,Grade 12,8.0-8.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Urban,Low,No,Low,Stability,Healthcare,5,3,4,3,5,5,3,3,2,3,3,2,3,1,5,3,4,4,3,3,3,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0681,Male,Grade 11,6.5-7.9,Undecided,Business-Finance-oriented,Rural,High,Yes,Low,Stability,Finance,3,4,4,3,3,4,5,5,3,2,3,5,2,3,3,3,3,4,1,3,2,5,Business-Strategic,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0682,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Yes,Medium,Stability,Education,4,1,4,3,5,5,3,4,3,3,3,2,4,2,4,3,3,5,3,3,3,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0683,Female,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Low,Yes,High,Stability,Technology,5,3,4,3,2,3,4,4,3,5,2,3,3,3,4,3,3,3,3,2,4,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0684,Male,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Low,Yes,Medium,Growth,Finance,3,3,4,4,4,3,4,3,2,3,4,3,2,2,3,5,3,3,3,2,4,3,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0685,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Urban,Medium,Yes,Low,Growth,Technology,4,3,5,2,3,2,3,2,5,3,2,2,3,4,3,3,4,2,3,5,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0686,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Rural,Low,Yes,Low,Growth,Business,4,4,4,2,4,4,3,3,4,3,3,3,2,1,3,5,3,3,3,3,4,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0687,Male,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,High,Undecided,Medium,Growth,Media & Communication,4,4,3,3,4,4,5,4,5,3,5,4,4,4,4,4,2,3,3,4,4,5,Business-Strategic,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Content Assistant → Communication Specialist → Digital Media Strategist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0688,Male,Grade 11,6.5-7.9,"A01 - Math, Physics, English",Natural-science / Healthcare-oriented,Urban,Medium,No,Medium,Salary,Healthcare,4,2,5,3,5,5,3,3,3,3,3,3,4,3,4,4,3,5,3,4,3,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0689,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",Natural-science / Healthcare-oriented,Suburban,Medium,Undecided,Medium,Salary,Healthcare,5,2,5,2,4,4,3,3,3,3,2,3,4,4,4,3,2,4,4,2,3,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0690,Male,Grade 11,6.5-7.9,"A01 - Math, Physics, English",Business-Finance-oriented,Urban,Medium,Yes,Medium,Salary,Undecided,3,4,5,2,4,3,5,4,3,1,3,3,3,3,3,2,4,4,2,2,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0691,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Undecided,Medium,Salary,Business,5,3,4,4,4,4,2,3,3,3,1,3,1,4,4,4,3,3,3,4,1,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0692,Female,Grade 12,5.0-6.4,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,No,High,Social Impact,Design,3,3,4,4,3,2,4,3,3,5,4,3,5,3,1,4,3,2,3,4,3,3,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Assistant → UX/UI Designer → Product Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0693,Female,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,High,Yes,Low,Growth,Business,4,2,2,2,3,3,4,3,4,2,5,5,3,4,3,4,2,2,3,2,4,4,Business-Strategic,Human Resource Management / Quản trị nhân lực,Communication; Organizational Behavior; Psychology Basics; Human Resource Management,HR / People Management Mentor,Business Foundation → HR Skills → HR / Talent Development Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0694,Female,Grade 12,9.0-10.0,Undecided,Social-science-oriented,Urban,Low,No,Low,Social Impact,Finance,4,4,2,3,2,2,2,3,4,4,3,3,5,2,2,2,3,5,4,3,2,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning; Online Learning Resources,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0695,Female,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,Yes,High,Passion,Business,5,4,5,2,5,5,2,2,4,3,2,4,3,4,4,4,4,3,3,3,4,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0696,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Medium,Yes,Medium,Growth,Business,4,2,5,4,3,5,3,3,3,3,3,4,3,4,4,4,2,4,2,3,3,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0697,Female,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Rural,High,Yes,Medium,Passion,Technology,5,3,5,2,4,4,4,3,3,4,2,3,2,3,3,4,3,5,3,4,3,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0698,Male,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,High,Yes,Low,Stability,Design,4,3,3,5,3,2,4,4,4,5,3,4,4,4,3,4,2,3,2,4,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Assistant → UX/UI Designer → Product Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0699,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-Business-oriented,Rural,Low,Undecided,Low,Growth,Technology,3,4,4,3,3,3,5,3,4,4,3,4,3,4,4,2,3,3,2,3,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0700,Male,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Natural-science / Healthcare-oriented,Rural,Medium,Undecided,Low,Growth,Healthcare,2,5,3,3,2,3,3,1,2,4,4,3,4,3,3,4,5,5,4,3,3,3,Balanced Explorer,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0701,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Law-oriented,Urban,Medium,No,Medium,Growth,Law,3,4,5,4,4,2,5,5,3,4,5,4,3,2,1,2,3,4,3,3,3,5,Business-Strategic,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0702,Female,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Yes,Medium,Salary,Undecided,4,4,4,2,4,5,5,2,3,3,3,3,3,2,2,3,3,3,2,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0703,Male,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",Natural-science / Healthcare-oriented,Urban,Medium,Yes,Medium,Growth,Healthcare,2,3,5,2,5,5,1,3,1,3,3,1,4,3,2,5,2,3,1,4,3,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0704,Female,Grade 11,8.0-8.9,"C00 - Literature, History, Geography",Law-oriented,Suburban,Low,No,High,Growth,Education,3,4,3,3,3,3,3,3,5,2,3,4,4,3,3,2,3,4,3,4,3,4,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0705,Female,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Law-oriented,Urban,Medium,Undecided,High,Stability,Technology,3,2,4,2,3,2,5,4,4,3,5,4,4,2,2,3,5,4,3,3,3,4,Social-Communicative,Human Resource Management / Quản trị nhân lực,Communication; Psychology Basics; HR Management; Career Planning,HR / Career Mentor,HR Student → Training Assistant → HR Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0706,Prefer not to say,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Low,Undecided,Medium,Passion,Finance,5,3,5,2,4,5,3,5,3,3,1,3,4,3,2,4,3,4,4,3,2,3,Tech-Analytical,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0707,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Low,Yes,High,Growth,Business,5,3,4,4,5,5,3,2,1,3,3,3,3,3,3,4,2,3,3,2,4,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0708,Female,Grade 11,8.0-8.9,"A01 - Math, Physics, English",Business-Finance-oriented,Suburban,Low,Undecided,Medium,Stability,Finance,3,3,4,4,4,3,5,5,3,3,3,3,2,3,4,2,2,3,2,3,5,5,Business-Strategic,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0709,Male,Grade 11,5.0-6.4,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,High,Undecided,Low,Social Impact,Finance,5,3,4,3,5,4,4,2,3,3,3,3,3,2,5,3,3,4,2,3,2,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0710,Male,Grade 12,Below 5.0,"D01 - Math, Literature, English",Language-oriented,Urban,Medium,Undecided,Medium,Passion,Finance,2,3,2,2,4,3,3,2,4,2,4,2,3,4,5,3,3,4,5,3,4,1,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0711,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Undecided,Low,Growth,Finance,2,3,2,2,4,3,5,5,3,3,4,2,2,3,4,3,2,4,4,4,5,4,Business-Strategic,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0712,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,Low,Salary,Undecided,4,3,4,3,4,3,5,4,3,4,5,4,4,3,5,3,3,3,3,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0713,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",Business-Finance-oriented,Suburban,Medium,Yes,High,Growth,Finance,3,3,5,2,4,3,3,5,3,3,3,2,4,3,3,3,2,2,4,2,2,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0714,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Medium,Yes,Medium,Stability,Education,4,3,5,2,5,3,4,3,2,2,4,2,3,4,3,3,4,3,2,3,3,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0715,Female,Grade 11,9.0-10.0,Undecided,Business-Finance-oriented,Urban,Low,No,Low,Salary,Business,2,4,4,3,4,4,4,5,2,2,4,5,3,3,3,3,2,3,4,3,5,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management; Online Learning Resources,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0716,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,No,Low,Salary,Finance,4,3,4,2,5,4,4,4,4,4,4,4,2,2,3,2,3,3,5,4,4,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0717,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,High,Yes,Low,Stability,Finance,3,1,4,3,4,3,5,4,2,3,4,4,4,2,4,3,3,4,2,3,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0718,Male,Grade 12,6.5-7.9,"C00 - Literature, History, Geography",Law-oriented,Urban,High,Undecided,High,Passion,Law,3,4,4,3,4,4,4,3,5,2,4,3,5,2,1,2,4,4,4,4,2,2,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0719,Female,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Low,Yes,Medium,Social Impact,Business,4,4,4,3,2,3,2,3,5,3,3,4,4,3,3,3,5,5,4,3,2,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0720,Male,Grade 12,8.0-8.9,Undecided,STEM-oriented,Rural,High,Yes,Medium,Stability,Finance,4,3,4,3,4,5,4,4,2,3,2,2,3,4,2,5,3,3,4,3,2,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0721,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,High,Growth,Finance,3,3,3,4,4,4,4,4,4,2,3,5,2,3,2,4,3,4,3,4,5,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
